year,imd,sex,cause,<1   ,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  ,All Ages
1995,8,Male,10 Neonatal,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1995,8,Female,01 Neoplasms,1,3,6,5,6,6,6,30,54,98,232,290,353,448,639,905,844,934,669,417,5946
1995,8,Female,02 Diseases of the respiratory system,1,1,1,0,5,1,4,2,5,1,15,16,32,57,164,281,486,847,1118,1270,4307
1995,8,Female,03 Diabetes,0,0,0,0,0,0,1,1,3,1,1,4,11,7,19,36,36,48,68,48,284
1995,8,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,2,8,16,28,60,119,253,582,796,1225,1141,853,5084
1995,8,Female,05 Stroke (cerebrovascular),0,1,2,0,1,1,3,0,4,8,14,23,32,66,90,231,413,819,926,759,3393
1995,8,Female,06 Other circulatory,2,1,1,1,1,1,4,7,2,6,16,13,24,58,86,208,293,524,584,614,2446
1995,8,Female,07 Intentional injuries,0,0,0,0,2,2,1,4,6,6,7,6,7,5,5,11,6,7,1,0,76
1995,8,Female,08 Unintentional injuries,2,3,2,3,14,8,11,3,11,6,6,6,12,11,12,29,36,45,66,75,361
1995,8,Female,09 All other causes,24,13,7,6,11,15,14,32,19,47,26,44,61,91,134,263,361,635,840,1169,3812
1995,8,Female,10 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
1995,9,Male,01 Neoplasms,0,2,8,8,9,12,10,15,41,67,153,233,368,544,784,1091,1027,944,492,187,5995
1995,9,Male,02 Diseases of the respiratory system,6,3,0,1,4,2,5,5,7,10,16,31,32,77,193,370,449,671,665,439,2986
1995,9,Male,03 Diabetes,0,0,0,0,1,0,0,1,2,1,9,2,7,9,19,33,34,52,29,21,220
1995,9,Male,04 Ischaemic heart disease,0,0,0,0,0,0,3,2,18,31,101,143,253,392,739,984,990,1081,645,282,5664
1995,9,Male,05 Stroke (cerebrovascular),0,0,0,1,0,2,3,4,1,9,17,17,28,67,127,237,339,447,352,155,1806
1995,9,Male,06 Other circulatory,0,1,1,3,3,6,3,10,8,8,22,35,61,78,160,284,304,349,258,160,1754
1995,9,Male,07 Intentional injuries,0,0,0,0,3,18,20,24,14,23,13,20,12,13,10,7,8,5,7,1,198
1995,9,Male,08 Unintentional injuries,0,1,4,3,32,39,21,20,10,22,16,26,28,18,21,19,31,22,20,12,365
1995,9,Male,09 All other causes,41,10,3,7,19,22,25,37,29,48,58,53,88,103,156,225,284,411,356,261,2236
1995,9,Male,10 Neonatal,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
1995,9,Female,01 Neoplasms,0,4,4,6,4,5,14,33,42,106,199,280,356,438,605,812,758,833,658,393,5550
1995,9,Female,02 Diseases of the respiratory system,3,2,0,2,2,1,4,1,4,6,9,18,29,45,136,285,452,754,1036,1207,3996
1995,9,Female,03 Diabetes,0,0,0,0,1,0,1,1,0,0,2,6,8,10,13,19,33,62,48,30,234
1995,9,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,8,4,13,29,48,107,254,482,696,1119,1066,848,4675
1995,9,Female,05 Stroke (cerebrovascular),0,0,0,1,0,0,1,0,2,9,13,19,26,49,99,265,425,800,950,791,3450
1995,9,Female,06 Other circulatory,1,1,0,1,1,1,3,4,3,12,10,12,19,54,99,197,295,472,545,633,2363
1995,9,Female,07 Intentional injuries,0,0,0,0,0,1,1,7,1,8,8,8,2,4,5,4,8,3,5,0,65
1995,9,Female,08 Unintentional injuries,1,1,1,1,7,10,3,11,10,5,10,5,7,9,9,14,24,53,64,51,296
1995,9,Female,09 All other causes,15,9,6,10,5,13,7,13,21,30,56,39,66,82,143,267,347,635,779,1068,3611
1995,9,Female,10 Neonatal,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1995,10,Male,01 Neoplasms,0,4,5,7,9,10,11,13,30,55,137,216,298,480,797,935,841,818,507,185,5358
1995,10,Male,02 Diseases of the respiratory system,1,3,1,0,2,2,1,5,6,2,9,17,27,56,135,278,408,600,547,388,2488
1995,10,Male,03 Diabetes,0,0,0,0,0,0,0,2,0,1,3,2,5,10,21,40,31,38,24,8,185
1995,10,Male,04 Ischaemic heart disease,0,0,0,0,0,0,1,8,6,37,88,134,232,383,557,829,921,927,623,272,5018
1995,10,Male,05 Stroke (cerebrovascular),1,0,0,1,1,1,3,1,2,9,10,30,19,48,90,213,296,385,339,138,1587
1995,10,Male,06 Other circulatory,1,1,2,1,1,4,5,4,6,13,27,22,45,77,155,222,261,315,243,124,1529
1995,10,Male,07 Intentional injuries,0,0,0,0,3,13,25,17,20,20,20,18,22,10,10,7,7,9,3,0,204
1995,10,Male,08 Unintentional injuries,0,3,3,9,31,40,23,23,23,14,21,15,13,11,14,24,24,36,33,13,373
1995,10,Male,09 All other causes,26,5,6,6,13,17,31,14,32,35,47,43,58,94,127,206,261,348,356,240,1965
1995,10,Male,10 Neonatal,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
1995,10,Female,01 Neoplasms,1,1,4,6,3,10,12,32,59,88,216,261,354,433,540,747,698,741,569,302,5077
1995,10,Female,02 Diseases of the respiratory system,1,1,2,0,2,1,5,4,2,4,12,15,20,44,104,211,308,590,892,988,3206
1995,10,Female,03 Diabetes,0,0,0,0,0,0,0,1,1,3,2,1,4,7,10,11,26,45,51,35,197
1995,10,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,0,2,8,8,18,43,86,200,380,578,958,838,724,3844
1995,10,Female,05 Stroke (cerebrovascular),0,0,0,1,0,0,1,3,2,7,12,18,31,46,97,228,356,655,737,638,2832
1995,10,Female,06 Other circulatory,2,0,0,1,3,4,1,1,2,5,12,19,21,42,69,147,246,396,454,478,1903
1995,10,Female,07 Intentional injuries,0,0,0,0,1,2,4,5,5,6,9,8,2,2,6,3,10,4,4,1,72
1995,10,Female,08 Unintentional injuries,1,1,0,3,9,8,5,9,3,7,7,8,8,11,10,23,28,50,69,60,320
1995,10,Female,09 All other causes,19,6,6,4,15,11,9,21,18,24,52,53,52,73,125,217,280,523,717,931,3156
1995,10,Female,10 Neonatal,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
1996,1,Male,01 Neoplasms,2,7,2,5,6,12,25,17,64,86,195,345,573,929,1324,1683,1464,1009,566,153,8467
1996,1,Male,02 Diseases of the respiratory system,23,6,2,1,2,5,15,25,26,26,65,89,148,248,495,873,959,1078,680,364,5130
1996,1,Male,03 Diabetes,0,0,0,0,0,2,2,4,5,9,9,14,31,34,54,67,55,52,18,10,366
1996,1,Male,04 Ischaemic heart disease,0,0,0,0,0,0,6,22,50,114,216,325,541,866,1209,1559,1409,1127,601,213,8258
1996,1,Male,05 Stroke (cerebrovascular),2,0,0,0,4,3,7,10,17,25,43,57,106,165,262,422,490,509,273,123,2518
1996,1,Male,06 Other circulatory,1,3,0,1,4,7,13,16,19,12,48,43,84,182,264,399,414,379,240,96,2225
1996,1,Male,07 Intentional injuries,0,1,1,1,12,41,57,72,37,41,45,18,25,12,15,15,6,6,1,0,406
1996,1,Male,08 Unintentional injuries,4,15,20,24,49,76,78,80,51,41,43,34,38,37,50,57,33,47,31,23,831
1996,1,Male,09 All other causes,141,43,14,18,55,75,124,156,153,151,211,206,193,223,273,353,398,389,308,197,3681
1996,1,Male,10 Neonatal,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
1996,1,Female,01 Neoplasms,0,6,7,9,4,12,19,50,54,110,210,290,430,617,929,1322,1194,1059,673,358,7353
1996,1,Female,02 Diseases of the respiratory system,9,2,4,1,4,2,8,8,8,17,19,46,89,216,434,667,834,1095,1056,1089,5608
1996,1,Female,03 Diabetes,0,0,0,0,0,0,3,3,0,4,5,9,18,34,47,49,63,56,63,29,383
1996,1,Female,04 Ischaemic heart disease,0,0,0,0,1,1,1,6,14,20,46,81,170,357,668,1025,1168,1429,1101,717,6805
1996,1,Female,05 Stroke (cerebrovascular),4,0,0,1,2,3,5,7,11,20,31,37,72,114,213,417,592,802,773,587,3691
1996,1,Female,06 Other circulatory,7,5,2,2,1,4,4,14,11,15,30,38,63,118,218,354,477,587,593,423,2966
1996,1,Female,07 Intentional injuries,0,1,3,0,6,7,10,11,15,8,11,8,6,4,5,5,6,6,2,1,115
1996,1,Female,08 Unintentional injuries,2,12,9,9,16,10,13,10,17,10,16,12,15,16,25,36,64,64,64,63,483
1996,1,Female,09 All other causes,97,33,16,7,13,30,43,67,69,81,92,111,109,152,246,393,503,729,754,882,4427
1996,1,Female,10 Neonatal,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
1996,2,Male,01 Neoplasms,4,8,12,6,8,13,17,29,46,85,175,254,481,766,1150,1544,1298,1054,527,147,7624
1996,2,Male,02 Diseases of the respiratory system,16,6,2,2,7,10,8,19,21,31,40,65,96,214,404,680,831,977,726,371,4526
1996,2,Male,03 Diabetes,0,0,0,1,0,2,0,5,2,5,10,10,24,28,46,48,44,49,18,11,303
1996,2,Male,04 Ischaemic heart disease,0,0,0,0,0,1,0,11,32,77,178,242,442,677,987,1428,1394,1119,591,237,7416
1996,2,Male,05 Stroke (cerebrovascular),1,1,0,1,0,2,5,11,8,18,30,33,69,130,212,389,390,457,306,142,2205
1996,2,Male,06 Other circulatory,3,4,1,0,5,6,6,11,17,24,23,55,91,147,218,384,385,341,247,127,2095
1996,2,Male,07 Intentional injuries,2,0,0,2,8,26,31,50,48,32,27,13,8,12,13,12,7,9,1,1,302
1996,2,Male,08 Unintentional injuries,3,7,6,9,26,41,58,43,43,34,34,33,31,24,33,44,28,44,36,16,593
1996,2,Male,09 All other causes,81,46,15,11,38,52,86,122,136,122,148,133,134,171,242,343,380,375,308,207,3150
1996,2,Male,10 Neonatal,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
1996,2,Female,01 Neoplasms,1,5,6,4,5,14,32,34,59,103,193,288,402,564,828,1135,1126,1001,712,367,6879
1996,2,Female,02 Diseases of the respiratory system,8,4,1,2,4,2,6,10,14,13,19,47,75,132,280,578,679,995,1086,1156,5111
1996,2,Female,03 Diabetes,1,0,0,0,0,0,0,7,2,5,6,3,12,31,32,54,60,80,61,42,396
1996,2,Female,04 Ischaemic heart disease,0,1,0,0,0,0,1,3,6,18,43,79,135,258,471,895,1107,1394,1164,733,6308
1996,2,Female,05 Stroke (cerebrovascular),4,0,1,0,0,1,8,8,16,11,21,38,57,77,162,341,563,812,805,597,3522
1996,2,Female,06 Other circulatory,3,0,0,2,1,5,5,11,10,12,22,28,54,104,174,347,478,586,577,441,2860
1996,2,Female,07 Intentional injuries,2,2,1,2,3,6,8,14,13,11,7,3,2,3,3,5,4,3,3,0,95
1996,2,Female,08 Unintentional injuries,4,5,3,3,5,12,15,12,13,12,9,17,12,14,23,22,55,72,69,65,442
1996,2,Female,09 All other causes,59,24,4,8,19,28,34,62,58,81,57,76,95,121,198,318,449,696,816,886,4089
1996,2,Female,10 Neonatal,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
1996,3,Male,01 Neoplasms,0,6,6,3,2,9,13,31,38,89,155,262,418,693,1019,1410,1265,979,526,152,7076
1996,3,Male,02 Diseases of the respiratory system,9,5,2,1,2,5,7,24,34,32,26,45,85,170,359,647,767,980,696,437,4333
1996,3,Male,03 Diabetes,0,0,1,0,0,2,2,2,4,1,4,11,18,18,30,58,51,35,30,14,281
1996,3,Male,04 Ischaemic heart disease,0,0,0,0,0,3,2,12,35,76,167,243,386,581,948,1350,1304,1150,620,247,7124
1996,3,Male,05 Stroke (cerebrovascular),0,0,0,0,0,3,4,7,10,20,22,33,70,117,175,317,434,437,315,139,2103
1996,3,Male,06 Other circulatory,1,2,0,0,0,2,8,13,14,26,34,44,54,124,220,374,378,345,268,137,2044
1996,3,Male,07 Intentional injuries,0,0,0,0,5,17,33,47,27,37,26,14,16,7,7,10,5,6,4,1,262
1996,3,Male,08 Unintentional injuries,4,9,7,15,38,40,58,46,33,27,31,21,26,24,14,32,45,48,35,12,565
1996,3,Male,09 All other causes,83,25,18,14,32,59,82,100,113,120,129,119,143,156,205,289,370,434,334,208,3033
1996,3,Male,10 Neonatal,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
1996,3,Female,01 Neoplasms,1,7,4,3,9,11,13,33,60,110,174,231,354,471,798,1078,1113,1015,645,378,6508
1996,3,Female,02 Diseases of the respiratory system,3,3,1,3,2,5,6,5,5,6,15,30,74,102,276,494,639,950,1060,1226,4905
1996,3,Female,03 Diabetes,0,0,0,0,0,1,1,2,2,2,2,2,7,23,36,52,52,58,70,34,344
1996,3,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,3,6,12,31,42,106,209,432,793,1075,1353,1185,818,6067
1996,3,Female,05 Stroke (cerebrovascular),1,0,0,1,0,3,6,9,6,11,31,25,52,85,160,363,523,718,838,694,3526
1996,3,Female,06 Other circulatory,4,3,2,1,3,2,5,9,10,6,27,29,35,73,142,260,427,582,578,476,2674
1996,3,Female,07 Intentional injuries,0,0,0,1,1,5,11,15,12,6,5,8,8,2,4,4,2,4,2,1,91
1996,3,Female,08 Unintentional injuries,2,11,2,3,15,11,16,10,10,7,7,9,8,15,21,37,33,58,72,77,424
1996,3,Female,09 All other causes,43,31,9,9,15,23,32,35,44,63,62,70,75,105,191,283,499,689,827,979,4084
1996,3,Female,10 Neonatal,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
1996,4,Male,01 Neoplasms,0,9,7,3,10,13,18,22,44,73,172,259,450,658,1031,1332,1275,1053,560,172,7161
1996,4,Male,02 Diseases of the respiratory system,7,5,3,1,3,2,10,15,15,17,38,42,87,145,314,547,721,838,721,488,4019
1996,4,Male,03 Diabetes,0,0,0,0,1,1,2,2,4,5,4,3,10,23,34,43,47,49,23,17,268
1996,4,Male,04 Ischaemic heart disease,0,0,0,0,0,1,2,9,17,63,124,205,333,577,882,1188,1255,1157,723,285,6821
1996,4,Male,05 Stroke (cerebrovascular),1,2,0,2,0,2,2,4,9,20,13,38,43,97,179,303,431,450,358,170,2124
1996,4,Male,06 Other circulatory,1,0,0,0,2,4,8,8,21,12,26,51,66,107,190,340,404,427,285,151,2103
1996,4,Male,07 Intentional injuries,0,0,0,1,9,16,44,46,28,24,37,23,13,11,12,9,8,10,3,0,294
1996,4,Male,08 Unintentional injuries,2,7,9,11,28,45,50,51,32,30,35,26,20,23,38,26,36,41,27,16,553
1996,4,Male,09 All other causes,61,27,9,5,36,38,70,77,84,73,88,100,106,128,204,305,350,403,368,281,2813
1996,4,Male,10 Neonatal,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
1996,4,Female,01 Neoplasms,0,3,2,3,9,9,19,33,66,114,175,282,353,486,780,1068,1010,991,667,407,6477
1996,4,Female,02 Diseases of the respiratory system,5,3,0,1,1,1,3,11,5,8,8,23,54,91,225,417,579,903,1052,1178,4568
1996,4,Female,03 Diabetes,0,0,0,0,1,0,1,1,0,2,5,6,5,15,18,40,55,67,59,38,313
1996,4,Female,04 Ischaemic heart disease,0,0,0,0,0,0,3,3,4,10,15,38,76,209,386,711,1006,1355,1174,857,5847
1996,4,Female,05 Stroke (cerebrovascular),2,0,0,0,0,1,3,2,18,9,22,25,41,66,152,315,514,787,929,690,3576
1996,4,Female,06 Other circulatory,3,0,1,2,0,1,6,3,9,10,24,23,27,78,136,254,381,576,608,584,2726
1996,4,Female,07 Intentional injuries,0,0,0,0,6,5,8,9,10,6,8,7,7,1,7,5,7,3,4,0,93
1996,4,Female,08 Unintentional injuries,3,0,2,4,10,7,13,12,9,10,9,18,11,13,25,26,43,60,66,65,406
1996,4,Female,09 All other causes,47,12,10,11,18,21,26,33,39,46,56,75,70,102,158,312,427,702,875,1080,4120
1996,4,Female,10 Neonatal,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
1996,5,Male,01 Neoplasms,1,6,6,3,4,12,13,20,42,73,146,239,381,616,977,1336,1202,1098,589,185,6949
1996,5,Male,02 Diseases of the respiratory system,9,2,1,3,1,9,5,13,17,13,24,39,71,113,261,508,671,904,773,532,3969
1996,5,Male,03 Diabetes,0,0,0,0,0,0,0,1,2,5,4,10,10,15,43,37,44,57,36,16,280
1996,5,Male,04 Ischaemic heart disease,0,0,0,0,0,1,3,3,22,45,119,194,330,529,812,1211,1213,1246,757,301,6786
1996,5,Male,05 Stroke (cerebrovascular),1,0,0,0,0,3,1,1,3,5,32,33,49,74,162,359,413,536,428,176,2276
1996,5,Male,06 Other circulatory,2,1,0,0,3,3,5,11,9,13,37,22,66,98,192,347,408,450,291,172,2130
1996,5,Male,07 Intentional injuries,0,0,0,0,6,20,31,38,22,30,23,17,21,18,15,8,8,11,4,3,275
1996,5,Male,08 Unintentional injuries,2,3,7,6,34,53,45,45,37,25,27,28,29,32,26,32,46,43,41,22,583
1996,5,Male,09 All other causes,39,15,1,12,22,42,48,69,64,77,97,82,94,124,187,288,365,466,396,273,2761
1996,5,Male,10 Neonatal,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1996,5,Female,01 Neoplasms,0,1,6,6,2,13,14,33,60,93,199,272,386,466,709,953,992,1017,780,429,6431
1996,5,Female,02 Diseases of the respiratory system,4,4,2,0,2,3,6,7,9,2,18,28,47,98,177,344,571,929,1148,1275,4674
1996,5,Female,03 Diabetes,0,0,0,0,0,1,2,1,1,0,0,3,8,12,23,34,49,68,63,41,306
1996,5,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,0,2,5,24,40,96,161,340,656,1023,1344,1274,877,5844
1996,5,Female,05 Stroke (cerebrovascular),1,1,1,0,2,2,4,2,8,9,16,23,41,64,135,311,512,865,1050,805,3852
1996,5,Female,06 Other circulatory,0,3,0,3,4,2,5,1,3,10,14,27,40,61,125,262,350,584,620,607,2721
1996,5,Female,07 Intentional injuries,0,0,0,2,5,6,12,6,6,7,6,4,5,6,7,5,5,9,8,1,100
1996,5,Female,08 Unintentional injuries,1,4,1,3,12,9,8,7,8,3,9,6,8,18,13,25,42,62,68,65,372
1996,5,Female,09 All other causes,40,15,4,10,16,11,22,30,28,32,43,65,82,107,172,280,435,738,942,1149,4221
1996,5,Female,10 Neonatal,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1996,6,Male,01 Neoplasms,0,2,5,4,1,8,20,28,39,87,156,258,369,595,909,1274,1217,1015,575,199,6761
1996,6,Male,02 Diseases of the respiratory system,5,3,1,1,1,7,11,14,9,16,29,35,47,106,252,489,650,802,758,520,3756
1996,6,Male,03 Diabetes,0,0,0,0,0,3,0,1,3,5,2,9,10,24,27,46,52,57,25,15,279
1996,6,Male,04 Ischaemic heart disease,0,0,0,0,1,0,2,4,25,41,124,213,278,484,828,1128,1234,1240,800,296,6698
1996,6,Male,05 Stroke (cerebrovascular),0,0,0,1,0,0,0,3,9,12,19,39,60,75,141,302,390,525,390,179,2145
1996,6,Male,06 Other circulatory,1,3,1,2,6,0,7,5,9,15,32,39,54,123,186,314,355,411,325,185,2073
1996,6,Male,07 Intentional injuries,0,0,0,0,7,19,30,33,30,29,25,22,16,9,8,15,7,8,3,1,262
1996,6,Male,08 Unintentional injuries,1,5,5,9,24,45,40,43,31,22,34,28,25,16,28,28,48,41,38,25,536
1996,6,Male,09 All other causes,36,11,2,9,19,27,45,49,57,67,70,95,84,120,178,285,332,459,396,290,2631
1996,6,Male,10 Neonatal,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1996,6,Female,01 Neoplasms,1,5,7,2,6,8,14,20,69,102,205,274,347,442,705,981,1002,996,769,416,6371
1996,6,Female,02 Diseases of the respiratory system,2,5,0,1,0,2,6,7,5,7,12,20,35,90,154,350,545,927,1132,1417,4717
1996,6,Female,03 Diabetes,0,0,0,0,0,0,1,0,0,1,3,0,11,15,16,29,40,64,59,46,285
1996,6,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,3,0,6,20,33,84,170,328,604,916,1283,1239,923,5609
1996,6,Female,05 Stroke (cerebrovascular),0,0,1,0,0,3,2,4,4,14,20,26,39,61,123,266,469,865,1009,840,3746
1996,6,Female,06 Other circulatory,0,0,0,1,1,1,2,6,8,6,15,29,34,55,138,229,347,577,630,584,2663
1996,6,Female,07 Intentional injuries,0,0,0,0,2,2,3,6,3,6,9,2,4,6,6,5,4,7,4,0,69
1996,6,Female,08 Unintentional injuries,1,2,2,1,13,9,12,13,11,10,4,11,12,16,19,25,35,67,86,80,429
1996,6,Female,09 All other causes,33,8,5,4,16,8,23,25,28,35,45,56,81,94,161,298,425,773,1014,1230,4362
1996,6,Female,10 Neonatal,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
1996,7,Male,01 Neoplasms,1,5,3,9,10,7,16,21,34,55,143,248,400,598,902,1175,1102,1002,627,210,6568
1996,7,Male,02 Diseases of the respiratory system,5,3,0,2,5,4,2,3,5,13,17,32,44,114,216,383,556,774,724,498,3400
1996,7,Male,03 Diabetes,0,0,0,0,0,0,2,0,3,0,2,3,11,17,35,37,43,50,27,20,250
1996,7,Male,04 Ischaemic heart disease,0,0,0,0,0,0,0,6,21,47,112,180,274,437,773,1092,1207,1138,730,326,6343
1996,7,Male,05 Stroke (cerebrovascular),1,1,0,0,0,1,4,4,6,8,13,21,40,72,136,234,405,470,400,203,2019
1996,7,Male,06 Other circulatory,1,1,0,0,5,5,8,10,12,9,21,28,78,122,184,318,344,405,310,170,2031
1996,7,Male,07 Intentional injuries,0,0,0,0,6,20,21,24,19,23,22,18,11,12,10,13,8,6,6,1,220
1996,7,Male,08 Unintentional injuries,1,4,2,10,39,43,23,27,25,27,23,20,22,19,17,28,23,34,31,18,436
1996,7,Male,09 All other causes,32,13,5,5,28,13,32,31,40,63,69,72,80,118,149,234,325,426,399,286,2420
1996,7,Male,10 Neonatal,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
1996,7,Female,01 Neoplasms,1,6,2,2,8,4,15,27,61,97,195,291,374,448,693,860,994,962,745,430,6215
1996,7,Female,02 Diseases of the respiratory system,4,3,1,2,3,1,2,4,7,9,15,14,43,63,159,324,516,861,1115,1297,4443
1996,7,Female,03 Diabetes,0,0,0,0,0,1,0,0,3,1,3,5,6,8,28,38,48,55,55,38,289
1996,7,Female,04 Ischaemic heart disease,1,0,0,0,0,0,2,0,1,6,14,32,70,124,283,573,844,1140,1189,897,5176
1996,7,Female,05 Stroke (cerebrovascular),0,0,0,1,0,1,2,2,7,13,24,24,17,52,107,261,458,847,886,818,3520
1996,7,Female,06 Other circulatory,0,0,0,1,1,2,3,5,3,9,15,16,31,71,110,226,329,514,629,567,2532
1996,7,Female,07 Intentional injuries,0,0,0,0,0,2,8,6,4,6,10,4,4,5,2,6,6,7,3,0,73
1996,7,Female,08 Unintentional injuries,1,3,3,2,6,6,13,8,7,16,9,4,6,7,13,26,37,73,82,89,411
1996,7,Female,09 All other causes,27,13,7,2,9,10,23,35,20,43,56,54,68,74,147,263,449,748,968,1202,4218
1996,7,Female,10 Neonatal,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1996,8,Male,01 Neoplasms,0,6,6,2,8,14,12,23,35,60,142,246,354,577,860,1093,1030,929,585,195,6177
1996,8,Male,02 Diseases of the respiratory system,2,4,0,2,2,6,2,6,8,13,14,20,48,94,220,363,526,773,702,484,3289
1996,8,Male,03 Diabetes,0,0,0,0,1,0,0,0,0,2,4,6,4,10,28,44,64,47,43,13,266
1996,8,Male,04 Ischaemic heart disease,1,0,0,0,0,0,4,5,21,39,109,187,250,441,714,968,1102,1071,694,311,5917
1996,8,Male,05 Stroke (cerebrovascular),1,0,0,0,0,0,1,0,4,10,20,30,51,78,125,244,384,407,364,186,1905
1996,8,Male,06 Other circulatory,2,2,1,3,1,0,5,2,8,7,24,41,54,92,182,289,328,367,316,145,1869
1996,8,Male,07 Intentional injuries,0,0,2,2,8,22,20,24,21,18,30,17,11,11,6,10,9,6,3,2,222
1996,8,Male,08 Unintentional injuries,1,4,4,13,34,48,28,36,19,24,21,26,26,19,27,32,27,36,32,13,470
1996,8,Male,09 All other causes,22,13,1,7,19,17,30,34,45,62,84,68,88,102,158,236,335,431,379,302,2433
1996,8,Male,10 Neonatal,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
1996,8,Female,01 Neoplasms,3,7,3,4,3,10,13,39,64,99,192,290,332,459,639,862,930,956,736,410,6051
1996,8,Female,02 Diseases of the respiratory system,4,1,3,1,0,3,2,4,6,8,16,19,35,60,120,286,449,816,1126,1375,4334
1996,8,Female,03 Diabetes,0,0,0,0,0,0,1,0,0,2,0,1,6,13,16,28,46,47,58,44,262
1996,8,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,5,8,21,29,49,114,278,549,749,1151,1111,879,4944
1996,8,Female,05 Stroke (cerebrovascular),0,0,0,0,0,2,2,0,4,5,16,18,29,55,110,244,431,821,918,867,3522
1996,8,Female,06 Other circulatory,0,1,0,0,2,2,5,5,3,6,13,16,28,31,85,205,335,467,615,580,2399
1996,8,Female,07 Intentional injuries,0,0,0,0,3,5,5,5,8,12,5,11,12,5,4,4,7,9,2,0,97
1996,8,Female,08 Unintentional injuries,1,7,3,5,8,13,9,8,8,4,5,9,12,5,19,25,37,61,68,69,376
1996,8,Female,09 All other causes,29,9,5,5,6,14,21,23,25,28,53,58,53,116,130,269,371,752,913,1217,4097
1996,8,Female,10 Neonatal,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1996,9,Male,01 Neoplasms,1,4,6,1,9,10,20,19,26,85,161,249,380,541,811,1028,961,897,606,192,6007
1996,9,Male,02 Diseases of the respiratory system,4,4,1,0,1,4,2,3,8,8,10,30,33,83,175,325,504,730,690,466,3081
1996,9,Male,03 Diabetes,0,1,0,0,0,0,1,2,0,3,4,5,8,6,23,21,42,38,36,18,208
1996,9,Male,04 Ischaemic heart disease,0,0,0,0,0,1,3,7,14,24,87,188,239,363,628,947,1079,997,735,322,5634
1996,9,Male,05 Stroke (cerebrovascular),1,0,0,0,0,2,2,1,2,10,26,33,39,61,136,206,336,441,378,199,1873
1996,9,Male,06 Other circulatory,1,1,0,0,3,4,9,5,9,4,19,32,44,95,175,268,333,356,293,161,1812
1996,9,Male,07 Intentional injuries,0,0,0,2,4,19,20,27,20,17,21,20,13,7,6,11,13,5,4,1,210
1996,9,Male,08 Unintentional injuries,1,5,1,7,38,36,37,23,20,14,21,22,18,21,21,26,29,39,42,22,443
1996,9,Male,09 All other causes,20,10,5,7,23,21,17,22,33,50,54,62,69,99,170,227,293,411,383,302,2278
1996,9,Male,10 Neonatal,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1996,9,Female,01 Neoplasms,0,0,4,6,6,6,9,29,78,90,192,327,333,431,600,838,868,847,637,380,5681
1996,9,Female,02 Diseases of the respiratory system,4,1,0,0,1,2,4,2,0,3,14,12,22,53,124,256,426,772,1013,1259,3968
1996,9,Female,03 Diabetes,0,0,0,0,0,0,0,1,2,1,2,0,4,9,5,20,35,45,54,41,219
1996,9,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,1,7,8,18,24,51,107,256,413,712,1082,1067,820,4567
